"Parámetro","Fecha","Hora","Valor","Unidad"
"CO","2019-12-20","3:00 - 4:00","0.80","ppm"
"CO","2019-12-20","4:00 - 5:00","1.10","ppm"
"CO","2019-12-20","5:00 - 6:00","1.50","ppm"
"CO","2019-12-20","6:00 - 7:00","1.50","ppm"
"CO","2019-12-20","7:00 - 8:00","2.10","ppm"
"CO","2019-12-20","8:00 - 9:00","2.80","ppm"
"CO","2019-12-20","9:00 - 10:00","2.70","ppm"
"CO","2019-12-20","10:00 - 11:00","1.70","ppm"
"CO","2019-12-20","12:00 - 13:00","2.00","ppm"
"CO","2019-12-20","13:00 - 14:00","2.00","ppm"
"CO","2019-12-20","14:00 - 15:00","1.20","ppm"
"CO","2019-12-20","15:00 - 16:00","1.30","ppm"
"CO","2019-12-20","16:00 - 17:00","1.20","ppm"
"CO","2019-12-20","17:00 - 18:00","1.10","ppm"
"CO","2019-12-20","18:00 - 19:00","1.00","ppm"
"CO","2019-12-20","19:00 - 20:00","1.00","ppm"
