"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2019-12-14","7:00 - 8:00","10","°A"
"DV","2019-12-14","8:00 - 9:00","41","°A"
"DV","2019-12-14","9:00 - 10:00","37","°A"
"DV","2019-12-14","10:00 - 11:00","35","°A"
"DV","2019-12-14","11:00 - 12:00","6","°A"
"DV","2019-12-14","12:00 - 13:00","355","°A"
"DV","2019-12-14","13:00 - 14:00","38","°A"
"DV","2019-12-14","14:00 - 15:00","11","°A"
"DV","2019-12-14","15:00 - 16:00","10","°A"
"DV","2019-12-14","16:00 - 17:00","354","°A"
"DV","2019-12-14","17:00 - 18:00","336","°A"
"DV","2019-12-14","18:00 - 19:00","11","°A"
"DV","2019-12-14","19:00 - 20:00","40","°A"
"DV","2019-12-14","20:00 - 21:00","35","°A"
"DV","2019-12-14","21:00 - 22:00","34","°A"
"DV","2019-12-14","22:00 - 23:00","347","°A"
"DV","2019-12-15","23:00 - 0:00","357","°A"
"DV","2019-12-15","0:00 - 1:00","19","°A"
"DV","2019-12-15","1:00 - 2:00","3","°A"
"DV","2019-12-15","2:00 - 3:00","33","°A"
"DV","2019-12-15","3:00 - 4:00","24","°A"
"DV","2019-12-15","4:00 - 5:00","24","°A"
"DV","2019-12-15","5:00 - 6:00","31","°A"
"DV","2019-12-15","6:00 - 7:00","38","°A"
"DV","2019-12-15","7:00 - 8:00","40","°A"
"DV","2019-12-15","8:00 - 9:00","34","°A"
"DV","2019-12-15","9:00 - 10:00","27","°A"
"DV","2019-12-15","10:00 - 11:00","38","°A"
"DV","2019-12-15","11:00 - 12:00","25","°A"
"DV","2019-12-15","12:00 - 13:00","9","°A"
"DV","2019-12-15","13:00 - 14:00","20","°A"
"DV","2019-12-15","14:00 - 15:00","37","°A"
"DV","2019-12-15","15:00 - 16:00","26","°A"
"DV","2019-12-15","16:00 - 17:00","28","°A"
"DV","2019-12-15","17:00 - 18:00","45","°A"
"DV","2019-12-15","18:00 - 19:00","43","°A"
"DV","2019-12-15","19:00 - 20:00","42","°A"
"DV","2019-12-15","20:00 - 21:00","41","°A"
"DV","2019-12-15","21:00 - 22:00","29","°A"
"DV","2019-12-15","22:00 - 23:00","34","°A"
"DV","2019-12-16","23:00 - 0:00","19","°A"
"DV","2019-12-16","0:00 - 1:00","343","°A"
"DV","2019-12-16","1:00 - 2:00","17","°A"
"DV","2019-12-16","2:00 - 3:00","316","°A"
"DV","2019-12-16","3:00 - 4:00","24","°A"
"DV","2019-12-16","4:00 - 5:00","345","°A"
"DV","2019-12-16","5:00 - 6:00","34","°A"
"DV","2019-12-16","6:00 - 7:00","31","°A"
"DV","2019-12-16","7:00 - 8:00","29","°A"
"DV","2019-12-16","8:00 - 9:00","11","°A"
"DV","2019-12-16","9:00 - 10:00","40","°A"
"DV","2019-12-16","10:00 - 11:00","41","°A"
"DV","2019-12-16","11:00 - 12:00","31","°A"
"DV","2019-12-16","12:00 - 13:00","42","°A"
"DV","2019-12-16","13:00 - 14:00","35","°A"
"DV","2019-12-16","14:00 - 15:00","33","°A"
"DV","2019-12-16","15:00 - 16:00","34","°A"
"DV","2019-12-16","16:00 - 17:00","44","°A"
"DV","2019-12-16","17:00 - 18:00","45","°A"
"DV","2019-12-16","18:00 - 19:00","44","°A"
"DV","2019-12-16","19:00 - 20:00","40","°A"
"DV","2019-12-16","20:00 - 21:00","42","°A"
"DV","2019-12-16","21:00 - 22:00","38","°A"
"DV","2019-12-16","22:00 - 23:00","36","°A"
"DV","2019-12-17","23:00 - 0:00","343","°A"
"DV","2019-12-17","0:00 - 1:00","3","°A"
