"Parámetro","Fecha","Hora","Valor","Unidad"
"O3","2019-01-10","2:00 - 3:00","0.027","ppm"
"O3","2019-01-10","3:00 - 4:00","0.027","ppm"
"O3","2019-01-10","4:00 - 5:00","0.021","ppm"
"O3","2019-01-10","5:00 - 6:00","0.013","ppm"
"O3","2019-01-10","6:00 - 7:00","0.007","ppm"
"O3","2019-01-10","7:00 - 8:00","0.008","ppm"
"O3","2019-01-10","8:00 - 9:00","0.018","ppm"
"O3","2019-01-10","9:00 - 10:00","0.018","ppm"
"O3","2019-01-10","10:00 - 11:00","0.026","ppm"
"O3","2019-01-10","11:00 - 12:00","0.037","ppm"
"O3","2019-01-10","12:00 - 13:00","0.047","ppm"
"O3","2019-01-10","13:00 - 14:00","0.057","ppm"
"O3","2019-01-10","14:00 - 15:00","0.065","ppm"
"O3","2019-01-10","15:00 - 16:00","0.068","ppm"
"O3","2019-01-10","16:00 - 17:00","0.062","ppm"
"O3","2019-01-10","17:00 - 18:00","0.053","ppm"
"O3","2019-01-10","18:00 - 19:00","0.037","ppm"
"O3","2019-01-10","19:00 - 20:00","0.029","ppm"
"O3","2019-01-10","20:00 - 21:00","0.023","ppm"
"O3","2019-01-10","21:00 - 22:00","0.023","ppm"
"O3","2019-01-10","22:00 - 23:00","0.020","ppm"
"O3","2019-01-11","23:00 - 0:00","0.007","ppm"
"O3","2019-01-11","0:00 - 1:00","0.006","ppm"
"O3","2019-01-11","1:00 - 2:00","0.006","ppm"
"O3","2019-01-11","2:00 - 3:00","0.006","ppm"
"O3","2019-01-11","3:00 - 4:00","0.006","ppm"
"O3","2019-01-11","4:00 - 5:00","0.006","ppm"
"O3","2019-01-11","5:00 - 6:00","0.005","ppm"
"O3","2019-01-11","6:00 - 7:00","0.006","ppm"
"O3","2019-01-11","7:00 - 8:00","0.005","ppm"
"O3","2019-01-11","8:00 - 9:00","0.007","ppm"
"O3","2019-01-11","9:00 - 10:00","0.014","ppm"
"O3","2019-01-11","10:00 - 11:00","0.030","ppm"
"O3","2019-01-11","11:00 - 12:00","0.042","ppm"
"O3","2019-01-11","12:00 - 13:00","0.054","ppm"
"O3","2019-01-11","13:00 - 14:00","0.069","ppm"
"O3","2019-01-11","14:00 - 15:00","0.076","ppm"
"O3","2019-01-11","15:00 - 16:00","0.078","ppm"
"O3","2019-01-11","16:00 - 17:00","0.080","ppm"
"O3","2019-01-11","17:00 - 18:00","0.060","ppm"
"O3","2019-01-11","18:00 - 19:00","0.032","ppm"
"O3","2019-01-11","19:00 - 20:00","0.026","ppm"
"O3","2019-01-11","20:00 - 21:00","0.019","ppm"
"O3","2019-01-11","21:00 - 22:00","0.024","ppm"
"O3","2019-01-11","22:00 - 23:00","0.024","ppm"
"O3","2019-01-12","23:00 - 0:00","0.022","ppm"
"O3","2019-01-12","0:00 - 1:00","0.026","ppm"
"O3","2019-01-12","1:00 - 2:00","0.021","ppm"
"O3","2019-01-12","2:00 - 3:00","0.009","ppm"
"O3","2019-01-12","3:00 - 4:00","0.006","ppm"
"O3","2019-01-12","4:00 - 5:00","0.006","ppm"
"O3","2019-01-12","5:00 - 6:00","0.006","ppm"
"O3","2019-01-12","6:00 - 7:00","0.005","ppm"
"O3","2019-01-12","7:00 - 8:00","0.005","ppm"
"O3","2019-01-12","8:00 - 9:00","0.007","ppm"
"O3","2019-01-12","9:00 - 10:00","0.013","ppm"
"O3","2019-01-12","10:00 - 11:00","0.021","ppm"
"O3","2019-01-12","11:00 - 12:00","0.033","ppm"
"O3","2019-01-12","12:00 - 13:00","0.047","ppm"
"O3","2019-01-12","13:00 - 14:00","0.054","ppm"
"O3","2019-01-12","14:00 - 15:00","0.056","ppm"
"O3","2019-01-12","15:00 - 16:00","0.056","ppm"
"O3","2019-01-12","16:00 - 17:00","0.054","ppm"
"O3","2019-01-12","17:00 - 18:00","0.044","ppm"
"O3","2019-01-12","18:00 - 19:00","0.029","ppm"
"O3","2019-01-12","19:00 - 20:00","0.021","ppm"
"O3","2019-01-12","20:00 - 21:00","0.015","ppm"
"O3","2019-01-12","21:00 - 22:00","0.015","ppm"
"O3","2019-01-12","22:00 - 23:00","0.015","ppm"
"O3","2019-01-13","3:00 - 4:00","0.026","ppm"
"O3","2019-01-13","4:00 - 5:00","0.024","ppm"
"O3","2019-01-13","5:00 - 6:00","0.024","ppm"
"O3","2019-01-13","6:00 - 7:00","0.021","ppm"
"O3","2019-01-13","7:00 - 8:00","0.022","ppm"
"O3","2019-01-13","8:00 - 9:00","0.019","ppm"
"O3","2019-01-13","9:00 - 10:00","0.025","ppm"
"O3","2019-01-13","10:00 - 11:00","0.027","ppm"
"O3","2019-01-13","11:00 - 12:00","0.032","ppm"
"O3","2019-01-13","12:00 - 13:00","0.040","ppm"
"O3","2019-01-13","13:00 - 14:00","0.049","ppm"
"O3","2019-01-13","14:00 - 15:00","0.055","ppm"
"O3","2019-01-13","15:00 - 16:00","0.054","ppm"
"O3","2019-01-13","16:00 - 17:00","0.040","ppm"
"O3","2019-01-13","17:00 - 18:00","0.035","ppm"
"O3","2019-01-13","18:00 - 19:00","0.030","ppm"
"O3","2019-01-13","19:00 - 20:00","0.024","ppm"
"O3","2019-01-13","20:00 - 21:00","0.022","ppm"
"O3","2019-01-13","21:00 - 22:00","0.024","ppm"
"O3","2019-01-13","22:00 - 23:00","0.021","ppm"
"O3","2019-01-14","23:00 - 0:00","0.020","ppm"
"O3","2019-01-14","0:00 - 1:00","0.022","ppm"
"O3","2019-01-14","1:00 - 2:00","0.019","ppm"
"O3","2019-01-14","2:00 - 3:00","0.018","ppm"
"O3","2019-01-14","3:00 - 4:00","0.018","ppm"
"O3","2019-01-14","4:00 - 5:00","0.012","ppm"
"O3","2019-01-14","5:00 - 6:00","0.008","ppm"
"O3","2019-01-14","6:00 - 7:00","0.006","ppm"
"O3","2019-01-14","7:00 - 8:00","0.006","ppm"
"O3","2019-01-14","8:00 - 9:00","0.010","ppm"
"O3","2019-01-14","9:00 - 10:00","0.019","ppm"
"O3","2019-01-14","10:00 - 11:00","0.027","ppm"
"O3","2019-01-14","11:00 - 12:00","0.022","ppm"
"O3","2019-01-14","12:00 - 13:00","0.030","ppm"
"O3","2019-01-14","13:00 - 14:00","0.042","ppm"
"O3","2019-01-14","14:00 - 15:00","0.045","ppm"
"O3","2019-01-14","15:00 - 16:00","0.045","ppm"
"O3","2019-01-14","16:00 - 17:00","0.041","ppm"
"O3","2019-01-14","17:00 - 18:00","0.039","ppm"
"O3","2019-01-14","18:00 - 19:00","0.026","ppm"
"O3","2019-01-14","19:00 - 20:00","0.014","ppm"
"O3","2019-01-14","20:00 - 21:00","0.011","ppm"
"O3","2019-01-14","21:00 - 22:00","0.016","ppm"
"O3","2019-01-14","22:00 - 23:00","0.017","ppm"
"O3","2019-01-15","23:00 - 0:00","0.006","ppm"
"O3","2019-01-15","0:00 - 1:00","0.006","ppm"
"O3","2019-01-15","1:00 - 2:00","0.006","ppm"
"O3","2019-01-15","2:00 - 3:00","0.005","ppm"
"O3","2019-01-15","3:00 - 4:00","0.005","ppm"
"O3","2019-01-15","4:00 - 5:00","0.006","ppm"
"O3","2019-01-15","5:00 - 6:00","0.005","ppm"
"O3","2019-01-15","6:00 - 7:00","0.006","ppm"
"O3","2019-01-15","7:00 - 8:00","0.006","ppm"
"O3","2019-01-15","8:00 - 9:00","0.006","ppm"
"O3","2019-01-15","13:00 - 14:00","0.056","ppm"
"O3","2019-01-15","14:00 - 15:00","0.059","ppm"
"O3","2019-01-15","15:00 - 16:00","0.051","ppm"
"O3","2019-01-15","16:00 - 17:00","0.057","ppm"
"O3","2019-01-15","17:00 - 18:00","0.051","ppm"
"O3","2019-01-15","18:00 - 19:00","0.034","ppm"
"O3","2019-01-15","19:00 - 20:00","0.031","ppm"
"O3","2019-01-15","20:00 - 21:00","0.018","ppm"
"O3","2019-01-15","21:00 - 22:00","0.008","ppm"
"O3","2019-01-15","22:00 - 23:00","0.014","ppm"
"O3","2019-01-16","23:00 - 0:00","0.011","ppm"
"O3","2019-01-16","0:00 - 1:00","0.020","ppm"
"O3","2019-01-16","1:00 - 2:00","0.023","ppm"
"O3","2019-01-16","2:00 - 3:00","0.006","ppm"
"O3","2019-01-16","3:00 - 4:00","0.008","ppm"
"O3","2019-01-16","4:00 - 5:00","0.005","ppm"
"O3","2019-01-16","5:00 - 6:00","0.005","ppm"
"O3","2019-01-16","6:00 - 7:00","0.005","ppm"
"O3","2019-01-16","7:00 - 8:00","0.005","ppm"
"O3","2019-01-16","8:00 - 9:00","0.007","ppm"
"O3","2019-01-16","9:00 - 10:00","0.010","ppm"
"O3","2019-01-16","10:00 - 11:00","0.022","ppm"
"O3","2019-01-16","11:00 - 12:00","0.035","ppm"
"O3","2019-01-16","12:00 - 13:00","0.050","ppm"
"O3","2019-01-16","13:00 - 14:00","0.057","ppm"
"O3","2019-01-16","14:00 - 15:00","0.065","ppm"
"O3","2019-01-16","15:00 - 16:00","0.066","ppm"
"O3","2019-01-16","16:00 - 17:00","0.064","ppm"
"O3","2019-01-16","17:00 - 18:00","0.060","ppm"
"O3","2019-01-16","18:00 - 19:00","0.046","ppm"
"O3","2019-01-16","19:00 - 20:00","0.023","ppm"
"O3","2019-01-16","20:00 - 21:00","0.028","ppm"
"O3","2019-01-16","21:00 - 22:00","0.020","ppm"
"O3","2019-01-16","22:00 - 23:00","0.022","ppm"
"O3","2019-01-17","23:00 - 0:00","0.024","ppm"
"O3","2019-01-17","0:00 - 1:00","0.016","ppm"
"O3","2019-01-17","1:00 - 2:00","0.010","ppm"
"O3","2019-01-17","2:00 - 3:00","0.006","ppm"
"O3","2019-01-17","3:00 - 4:00","0.006","ppm"
"O3","2019-01-17","4:00 - 5:00","0.005","ppm"
"O3","2019-01-17","5:00 - 6:00","0.005","ppm"
"O3","2019-01-17","6:00 - 7:00","0.006","ppm"
"O3","2019-01-17","7:00 - 8:00","0.006","ppm"
"O3","2019-01-17","8:00 - 9:00","0.006","ppm"
"O3","2019-01-17","9:00 - 10:00","0.010","ppm"
"O3","2019-01-17","10:00 - 11:00","0.013","ppm"
"O3","2019-01-17","11:00 - 12:00","0.025","ppm"
"O3","2019-01-17","12:00 - 13:00","0.039","ppm"
